target_id,suite,project,program,tc_category,expected,rnt_dir,metadata_csv,manifest_json,seed_dir,metadata_exists,manifest_exists,seed_dir_exists,metadata_rows,seed_files,unique_content_sha256,reached_rows,triggered_rows,non_rnt_rows,missing_seed_files,duplicate_content_rows,missing_required_field_rows,program_mismatch_rows,placeholder_native_DT_rows,placeholder_tc_root_state_rows,replay_statuses,metadata_statuses,manifest_metadata_status,native_DT_status,tc_root_state_status,status,blocking_reason
PNG007,magma,libpng,libpng_read_fuzzer,binary-state-null,true,artifacts/rnt_corpus/PNG007,artifacts/rnt_corpus/PNG007/metadata.csv,artifacts/rnt_corpus/PNG007/manifest.json,artifacts/rnt_corpus/PNG007/seeds,true,true,true,64,64,64,64,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND001,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND001,artifacts/rnt_corpus/SND001/metadata.csv,artifacts/rnt_corpus/SND001/manifest.json,artifacts/rnt_corpus/SND001/seeds,true,true,true,2,2,2,2,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND002,magma,libsndfile,sndfile_fuzzer,numeric-margin,false,artifacts/rnt_corpus/SND002,artifacts/rnt_corpus/SND002/metadata.csv,artifacts/rnt_corpus/SND002/manifest.json,artifacts/rnt_corpus/SND002/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND002 is logged in the SD2 resource-fork parser, but the current harness opens a single in-memory virtual file with SFM_READ and cannot provide the filesystem companion resource fork paths required by psf_open_rsrc."
SND004,magma,libsndfile,sndfile_fuzzer,numeric-margin,false,artifacts/rnt_corpus/SND004,artifacts/rnt_corpus/SND004/metadata.csv,artifacts/rnt_corpus/SND004/manifest.json,artifacts/rnt_corpus/SND004/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND004 is logged in psf_fwrite, but the current harness opens input with sf_open_virtual(..., SFM_READ, ...) and only calls sf_readf_float; its virtual write callback returns 0."
SND005,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND005,artifacts/rnt_corpus/SND005/metadata.csv,artifacts/rnt_corpus/SND005/manifest.json,artifacts/rnt_corpus/SND005/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND006,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND006,artifacts/rnt_corpus/SND006/metadata.csv,artifacts/rnt_corpus/SND006/manifest.json,artifacts/rnt_corpus/SND006/seeds,true,true,true,5,5,5,5,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND007,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND007,artifacts/rnt_corpus/SND007/metadata.csv,artifacts/rnt_corpus/SND007/manifest.json,artifacts/rnt_corpus/SND007/seeds,true,true,true,5,5,5,5,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND010,magma,libsndfile,sndfile_fuzzer,numeric-margin,false,artifacts/rnt_corpus/SND010,artifacts/rnt_corpus/SND010/metadata.csv,artifacts/rnt_corpus/SND010/manifest.json,artifacts/rnt_corpus/SND010/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND010 is logged in psf_binheader_writef while constructing output headers, but the current harness is read-only virtual IO and only calls sf_readf_float."
SND012,magma,libsndfile,sndfile_fuzzer,numeric-margin,false,artifacts/rnt_corpus/SND012,artifacts/rnt_corpus/SND012/metadata.csv,artifacts/rnt_corpus/SND012/manifest.json,artifacts/rnt_corpus/SND012/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND012 is logged in psf_binheader_writef while constructing output headers, but the current harness is read-only virtual IO and only calls sf_readf_float."
SND013,magma,libsndfile,sndfile_fuzzer,numeric-margin,false,artifacts/rnt_corpus/SND013,artifacts/rnt_corpus/SND013/metadata.csv,artifacts/rnt_corpus/SND013/manifest.json,artifacts/rnt_corpus/SND013/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND013 is logged in psf_binheader_writef while constructing output headers, but the current harness is read-only virtual IO and only calls sf_readf_float."
SND014,magma,libsndfile,sndfile_fuzzer,compound-sequence-lifecycle,false,artifacts/rnt_corpus/SND014,artifacts/rnt_corpus/SND014/metadata.csv,artifacts/rnt_corpus/SND014/manifest.json,artifacts/rnt_corpus/SND014/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND014 is logged in A-law encode/write conversion code immediately before psf_fwrite, but the current harness is read-only and only exercises decode/read paths."
SND015,magma,libsndfile,sndfile_fuzzer,equality/magic,false,artifacts/rnt_corpus/SND015,artifacts/rnt_corpus/SND015/metadata.csv,artifacts/rnt_corpus/SND015/manifest.json,artifacts/rnt_corpus/SND015/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND015 is logged in A-law encode/write conversion code immediately before psf_fwrite, but the current harness is read-only and only exercises decode/read paths."
SND016,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND016,artifacts/rnt_corpus/SND016/metadata.csv,artifacts/rnt_corpus/SND016/manifest.json,artifacts/rnt_corpus/SND016/seeds,true,true,true,7,7,7,7,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND017,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND017,artifacts/rnt_corpus/SND017/metadata.csv,artifacts/rnt_corpus/SND017/manifest.json,artifacts/rnt_corpus/SND017/seeds,true,true,true,2,2,2,2,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND020,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND020,artifacts/rnt_corpus/SND020/metadata.csv,artifacts/rnt_corpus/SND020/manifest.json,artifacts/rnt_corpus/SND020/seeds,true,true,true,2,2,2,2,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND022,magma,libsndfile,sndfile_fuzzer,compound-sequence-lifecycle,false,artifacts/rnt_corpus/SND022,artifacts/rnt_corpus/SND022/metadata.csv,artifacts/rnt_corpus/SND022/manifest.json,artifacts/rnt_corpus/SND022/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND022 is logged in u-law encode/write conversion code immediately before psf_fwrite, but the current harness is read-only and only exercises decode/read paths."
SND023,magma,libsndfile,sndfile_fuzzer,equality/magic,false,artifacts/rnt_corpus/SND023,artifacts/rnt_corpus/SND023/metadata.csv,artifacts/rnt_corpus/SND023/manifest.json,artifacts/rnt_corpus/SND023/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND023 is logged in u-law encode/write conversion code immediately before psf_fwrite, but the current harness is read-only and only exercises decode/read paths."
SND024,magma,libsndfile,sndfile_fuzzer,numeric-margin,true,artifacts/rnt_corpus/SND024,artifacts/rnt_corpus/SND024/metadata.csv,artifacts/rnt_corpus/SND024/manifest.json,artifacts/rnt_corpus/SND024/seeds,true,true,true,5,5,5,5,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SND025,magma,libsndfile,sndfile_fuzzer,numeric-margin,false,artifacts/rnt_corpus/SND025,artifacts/rnt_corpus/SND025/metadata.csv,artifacts/rnt_corpus/SND025/manifest.json,artifacts/rnt_corpus/SND025/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sndfile_fuzzer: SND025 is logged in wav_write_header, but the current harness opens a read-only virtual file and never writes WAV headers."
SQL001,magma,sqlite3,sqlite3_fuzz,numeric-margin,false,artifacts/rnt_corpus/SQL001,artifacts/rnt_corpus/SQL001/metadata.csv,artifacts/rnt_corpus/SQL001/manifest.json,artifacts/rnt_corpus/SQL001/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under the current sqlite3_fuzz build: SQL001 is logged in FTS5 fts5HashEntrySort, but FUZZCHECK_OPT comments out SQLITE_ENABLE_FTS5 and local compile options do not include ENABLE_FTS5; CREATE VIRTUAL TABLE ... USING fts5 reports no such module."
SQL002,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL002,artifacts/rnt_corpus/SQL002/metadata.csv,artifacts/rnt_corpus/SQL002/manifest.json,artifacts/rnt_corpus/SQL002/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL003,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL003,artifacts/rnt_corpus/SQL003/metadata.csv,artifacts/rnt_corpus/SQL003/manifest.json,artifacts/rnt_corpus/SQL003/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL004,magma,sqlite3,sqlite3_fuzz,numeric-margin,false,artifacts/rnt_corpus/SQL004,artifacts/rnt_corpus/SQL004/metadata.csv,artifacts/rnt_corpus/SQL004/manifest.json,artifacts/rnt_corpus/SQL004/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sqlite3_fuzz: SQL004 is logged in ext/misc/zipfile.c, but the selected harness links ossfuzz.c with sqlite3.c and does not link/register the zipfile extension; source-guided zipfile SQL inputs do not produce SQL004_R."
SQL005,magma,sqlite3,sqlite3_fuzz,equality/magic,false,artifacts/rnt_corpus/SQL005,artifacts/rnt_corpus/SQL005/metadata.csv,artifacts/rnt_corpus/SQL005/manifest.json,artifacts/rnt_corpus/SQL005/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sqlite3_fuzz: SQL005 is logged in ext/misc/zipfile.c's zipfileUpdate path, but the selected harness links ossfuzz.c with sqlite3.c and does not link/register the zipfile extension; source-guided zipfile SQL inputs do not produce SQL005_R."
SQL006,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL006,artifacts/rnt_corpus/SQL006/metadata.csv,artifacts/rnt_corpus/SQL006/manifest.json,artifacts/rnt_corpus/SQL006/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL007,magma,sqlite3,sqlite3_fuzz,equality/magic,true,artifacts/rnt_corpus/SQL007,artifacts/rnt_corpus/SQL007/metadata.csv,artifacts/rnt_corpus/SQL007/manifest.json,artifacts/rnt_corpus/SQL007/seeds,true,true,true,11,11,11,11,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL008,magma,sqlite3,sqlite3_fuzz,equality/magic,false,artifacts/rnt_corpus/SQL008,artifacts/rnt_corpus/SQL008/metadata.csv,artifacts/rnt_corpus/SQL008/manifest.json,artifacts/rnt_corpus/SQL008/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under sqlite3_fuzz: SQL008 is logged in src/shell.c.in tableColumnList, but sqlite3_fuzz executes input SQL through ossfuzz.c/sqlite3_exec and does not link or execute the CLI shell tableColumnList path."
SQL009,magma,sqlite3,sqlite3_fuzz,compound-sequence-lifecycle,true,artifacts/rnt_corpus/SQL009,artifacts/rnt_corpus/SQL009/metadata.csv,artifacts/rnt_corpus/SQL009/manifest.json,artifacts/rnt_corpus/SQL009/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL010,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL010,artifacts/rnt_corpus/SQL010/metadata.csv,artifacts/rnt_corpus/SQL010/manifest.json,artifacts/rnt_corpus/SQL010/seeds,true,true,true,8,8,8,8,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL011,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL011,artifacts/rnt_corpus/SQL011/metadata.csv,artifacts/rnt_corpus/SQL011/manifest.json,artifacts/rnt_corpus/SQL011/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL012,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL012,artifacts/rnt_corpus/SQL012/metadata.csv,artifacts/rnt_corpus/SQL012/manifest.json,artifacts/rnt_corpus/SQL012/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL013,magma,sqlite3,sqlite3_fuzz,compound-sequence-lifecycle,true,artifacts/rnt_corpus/SQL013,artifacts/rnt_corpus/SQL013/metadata.csv,artifacts/rnt_corpus/SQL013/manifest.json,artifacts/rnt_corpus/SQL013/seeds,true,true,true,64,64,64,64,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL014,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL014,artifacts/rnt_corpus/SQL014/metadata.csv,artifacts/rnt_corpus/SQL014/manifest.json,artifacts/rnt_corpus/SQL014/seeds,true,true,true,2,2,2,2,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL015,magma,sqlite3,sqlite3_fuzz,compound-sequence-lifecycle,true,artifacts/rnt_corpus/SQL015,artifacts/rnt_corpus/SQL015/metadata.csv,artifacts/rnt_corpus/SQL015/manifest.json,artifacts/rnt_corpus/SQL015/seeds,true,true,true,8,8,8,8,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL016,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL016,artifacts/rnt_corpus/SQL016/metadata.csv,artifacts/rnt_corpus/SQL016/manifest.json,artifacts/rnt_corpus/SQL016/seeds,true,true,true,8,8,8,8,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL017,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL017,artifacts/rnt_corpus/SQL017/metadata.csv,artifacts/rnt_corpus/SQL017/manifest.json,artifacts/rnt_corpus/SQL017/seeds,true,true,true,5,5,5,5,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL018,magma,sqlite3,sqlite3_fuzz,equality/magic,true,artifacts/rnt_corpus/SQL018,artifacts/rnt_corpus/SQL018/metadata.csv,artifacts/rnt_corpus/SQL018/manifest.json,artifacts/rnt_corpus/SQL018/seeds,true,true,true,6,6,6,6,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL019,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL019,artifacts/rnt_corpus/SQL019/metadata.csv,artifacts/rnt_corpus/SQL019/manifest.json,artifacts/rnt_corpus/SQL019/seeds,true,true,true,2,2,2,2,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SQL020,magma,sqlite3,sqlite3_fuzz,numeric-margin,true,artifacts/rnt_corpus/SQL020,artifacts/rnt_corpus/SQL020/metadata.csv,artifacts/rnt_corpus/SQL020/manifest.json,artifacts/rnt_corpus/SQL020/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL001,magma,openssl,asn1,equality/magic,true,artifacts/rnt_corpus/SSL001,artifacts/rnt_corpus/SSL001/metadata.csv,artifacts/rnt_corpus/SSL001/manifest.json,artifacts/rnt_corpus/SSL001/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL002,magma,openssl,server,binary-state-null,true,artifacts/rnt_corpus/SSL002,artifacts/rnt_corpus/SSL002/metadata.csv,artifacts/rnt_corpus/SSL002/manifest.json,artifacts/rnt_corpus/SSL002/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL003,magma,openssl,asn1,numeric-margin,true,artifacts/rnt_corpus/SSL003,artifacts/rnt_corpus/SSL003/metadata.csv,artifacts/rnt_corpus/SSL003/manifest.json,artifacts/rnt_corpus/SSL003/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL004,magma,openssl,x509,numeric-margin,false,artifacts/rnt_corpus/SSL004,artifacts/rnt_corpus/SSL004/metadata.csv,artifacts/rnt_corpus/SSL004/manifest.json,artifacts/rnt_corpus/SSL004/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under x509: SSL004 is guarded by CHARSET_EBCDIC in X509_NAME_oneline, and the current OpenSSL build is not an EBCDIC target."
SSL005,magma,openssl,server,compound-sequence-lifecycle,true,artifacts/rnt_corpus/SSL005,artifacts/rnt_corpus/SSL005/metadata.csv,artifacts/rnt_corpus/SSL005/manifest.json,artifacts/rnt_corpus/SSL005/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL006,magma,openssl,asn1,numeric-margin,false,artifacts/rnt_corpus/SSL006,artifacts/rnt_corpus/SSL006/metadata.csv,artifacts/rnt_corpus/SSL006/manifest.json,artifacts/rnt_corpus/SSL006/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under asn1: SSL006 is logged in EVP_EncodeUpdate, but the selected asn1 runner does not exercise the EVP base64 encoder and corpus/source-guided replays did not produce SSL006_R."
SSL007,magma,openssl,asn1,numeric-margin,false,artifacts/rnt_corpus/SSL007,artifacts/rnt_corpus/SSL007/metadata.csv,artifacts/rnt_corpus/SSL007/manifest.json,artifacts/rnt_corpus/SSL007/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under asn1: SSL007 is logged in MDC2_Update, but the selected asn1 runner does not exercise MDC2 digest update and corpus/source-guided replays did not produce SSL007_R."
SSL008,magma,openssl,server,binary-state-null,false,artifacts/rnt_corpus/SSL008,artifacts/rnt_corpus/SSL008/metadata.csv,artifacts/rnt_corpus/SSL008/manifest.json,artifacts/rnt_corpus/SSL008/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under server: SSL008 is logged in client key-exchange construction, while the selected server runner processes client bytes as a server and does not construct client key exchange messages."
SSL009,magma,openssl,x509,compound-sequence-lifecycle,true,artifacts/rnt_corpus/SSL009,artifacts/rnt_corpus/SSL009/metadata.csv,artifacts/rnt_corpus/SSL009/manifest.json,artifacts/rnt_corpus/SSL009/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL010,magma,openssl,bignum,numeric-margin,true,artifacts/rnt_corpus/SSL010,artifacts/rnt_corpus/SSL010/metadata.csv,artifacts/rnt_corpus/SSL010/manifest.json,artifacts/rnt_corpus/SSL010/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL011,magma,openssl,pkcs7_decode,binary-state-null,true,artifacts/rnt_corpus/SSL011,artifacts/rnt_corpus/SSL011/metadata.csv,artifacts/rnt_corpus/SSL011/manifest.json,artifacts/rnt_corpus/SSL011/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL012,magma,openssl,x509,binary-state-null,false,artifacts/rnt_corpus/SSL012,artifacts/rnt_corpus/SSL012/metadata.csv,artifacts/rnt_corpus/SSL012/manifest.json,artifacts/rnt_corpus/SSL012/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under x509: SSL012 is logged in X509_to_X509_REQ, but the selected x509 runner parses/prints/hashes/serializes X509 certificates and does not convert X509 to certificate requests."
SSL013,magma,openssl,asn1,numeric-margin,false,artifacts/rnt_corpus/SSL013,artifacts/rnt_corpus/SSL013/metadata.csv,artifacts/rnt_corpus/SSL013/manifest.json,artifacts/rnt_corpus/SSL013/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under asn1: SSL013 is logged in rsa_item_verify, but the selected asn1 runner does not perform RSA-PSS signature verification and corpus/source-guided replays did not produce SSL013_R."
SSL014,magma,openssl,asn1,numeric-margin,false,artifacts/rnt_corpus/SSL014,artifacts/rnt_corpus/SSL014/metadata.csv,artifacts/rnt_corpus/SSL014/manifest.json,artifacts/rnt_corpus/SSL014/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under asn1: SSL014 is logged in ASN1_TYPE_cmp, but the selected asn1 runner does not compare ASN1_TYPE objects and corpus/source-guided replays did not produce SSL014_R."
SSL015,magma,openssl,pkcs7_decode,binary-state-null,true,artifacts/rnt_corpus/SSL015,artifacts/rnt_corpus/SSL015/metadata.csv,artifacts/rnt_corpus/SSL015/manifest.json,artifacts/rnt_corpus/SSL015/seeds,true,true,true,32,32,32,32,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL016,magma,openssl,bignum,equality/magic,false,artifacts/rnt_corpus/SSL016,artifacts/rnt_corpus/SSL016/metadata.csv,artifacts/rnt_corpus/SSL016/manifest.json,artifacts/rnt_corpus/SSL016/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under the selected bignum runner: SSL016 is logged in BN_GF2m_mod_inv_vartime, but bignum only calls BN_mod_exp/BN_mod_exp_simple; SSL016_R appears only in non-selected asn1/x509 replays and would be a program mismatch for this inventory row."
SSL017,magma,openssl,x509,binary-state-null,false,artifacts/rnt_corpus/SSL017,artifacts/rnt_corpus/SSL017/metadata.csv,artifacts/rnt_corpus/SSL017/manifest.json,artifacts/rnt_corpus/SSL017/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under x509: SSL017 is logged in CRL selection get_crl_sk, but the x509 runner does not run certificate path validation with CRL stores and corpus/source-guided replays did not produce SSL017_R."
SSL018,magma,openssl,server,numeric-margin,false,artifacts/rnt_corpus/SSL018,artifacts/rnt_corpus/SSL018/metadata.csv,artifacts/rnt_corpus/SSL018/manifest.json,artifacts/rnt_corpus/SSL018/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed is available under server: SSL018 is logged in DTLS fragment preprocessing, but full server corpus replay and source-guided DTLS-shaped candidates did not produce SSL018_R under the selected server runner."
SSL019,magma,openssl,server,numeric-margin,true,artifacts/rnt_corpus/SSL019,artifacts/rnt_corpus/SSL019/metadata.csv,artifacts/rnt_corpus/SSL019/manifest.json,artifacts/rnt_corpus/SSL019/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
SSL020,magma,openssl,server,numeric-margin,true,artifacts/rnt_corpus/SSL020,artifacts/rnt_corpus/SSL020/metadata.csv,artifacts/rnt_corpus/SSL020/manifest.json,artifacts/rnt_corpus/SSL020/seeds,true,true,true,12,12,12,12,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
TIF001,magma,libtiff,tiff_read_rgba_fuzzer,numeric-margin,true,artifacts/rnt_corpus/TIF001,artifacts/rnt_corpus/TIF001/metadata.csv,artifacts/rnt_corpus/TIF001/manifest.json,artifacts/rnt_corpus/TIF001/seeds,true,true,true,2,2,2,2,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
TIF002,magma,libtiff,tiff_read_rgba_fuzzer,numeric-margin,true,artifacts/rnt_corpus/TIF002,artifacts/rnt_corpus/TIF002/metadata.csv,artifacts/rnt_corpus/TIF002/manifest.json,artifacts/rnt_corpus/TIF002/seeds,true,true,true,1,1,1,1,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
TIF003,magma,libtiff,tiff_read_rgba_fuzzer,equality/magic,true,artifacts/rnt_corpus/TIF003,artifacts/rnt_corpus/TIF003/metadata.csv,artifacts/rnt_corpus/TIF003/manifest.json,artifacts/rnt_corpus/TIF003/seeds,true,true,true,20,20,20,20,0,0,0,0,0,0,0,0,kept_rnt,formal_replay_verified_rnt,formal_replay_verified_rnt,computed,computed,formal_ready,
TIF004,magma,libtiff,tiff_read_rgba_fuzzer,numeric-margin,false,artifacts/rnt_corpus/TIF004,artifacts/rnt_corpus/TIF004/metadata.csv,artifacts/rnt_corpus/TIF004/manifest.json,artifacts/rnt_corpus/TIF004/seeds,false,false,false,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,excluded,"No strict RNT seed was available for Phase4 under the current corpus and source-guided generators: TIF004 is logged in the legacy OJPEG decoder, but full corpus replay and source-guided OJPEG/JPEGInterchangeFormat candidates did not reach OJPEGDecode under tiff_read_rgba_fuzzer."
